Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	P5	P8	Pool	Species	Path
AA408	20	585	3.418803419	1.538461538	13	0.1	52	21.07689005	66.98284734	13.13319477	10	49	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA408_trim_adRm.fq.gz
AA409	61778	560867	11.01473255	7.660996279	5126	0.898	53.85478495	15.14197429	61.830798	12.68601462	11	49	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA409_trim_adRm.fq.gz
AA413	156	905	17.23756906	10.38674033	84	0.359	56.8	13.44874295	65.30035336	12.42555235	2	50	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA413_trim_adRm.fq.gz
AA415	439	1996	21.99398798	16.08216433	294	0.0456	62.36515513	12.45865231	65.93522267	11.53766992	4	50	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA415_trim_adRm.fq.gz
AA416	3206	23060	13.9028621	10.55941023	257	0.8805	56.6997389	17.6714096	63.247764	12.88931339	5	50	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA416_trim_adRm.fq.gz
AA424	790	3696	21.37445887	14.69155844	589	0.0354	62.53412073	12.07889162	65.91657579	11.59145083	12	50	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA424_trim_adRm.fq.gz
AA435	4	1369	0.292184076	0.146092038	3	0	52.75	5.123475383	63.23009496	12.13070027	11	32	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA435_trim_adRm.fq.gz
AA439	50459	186972	26.98746336	21.49680166	3409	0.9036	57.75914509	15.3885458	65.42393142	12.05984322	2	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA439_trim_adRm.fq.gz
AA441	375	4098	9.150805271	6.808199122	124	0.5893	59.68831169	15.05524445	63.52334279	12.92194094	4	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA441_trim_adRm.fq.gz
AA442	7603	14260	53.31697055	43.48527349	374	0.9249	55.03152364	15.64145597	66.08231876	11.65761981	5	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA442_trim_adRm.fq.gz
AA443	267874	392933	68.17294551	53.20627181	9025	0.9465	61.85889571	15.0821183	66.72256695	11.38702537	6	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA443_trim_adRm.fq.gz
AA444	18004	73457	24.50957703	17.78455423	390	0.9377	36.67707404	20.95188154	61.39452752	14.41758383	7	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA444_trim_adRm.fq.gz
AA448	2476	49088	5.044002608	3.373533246	687	0.5989	56.20241692	17.20706186	61.46530827	12.27811552	11	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA448_trim_adRm.fq.gz
AA449	675	7269	9.28600908	6.273215023	315	0.4	56.66666667	17.95221931	66.45849407	12.98315842	12	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA449_trim_adRm.fq.gz
AA450	156	1039	15.01443696	13.47449471	35	0.6346	60.07017544	15.12785941	69.03297872	10.48189156	13	33	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA450_trim_adRm.fq.gz
AA456	2205	42337	5.208210312	2.917070175	61	0.8834	45.69649805	17.15830781	64.60533809	12.20797652	5	34	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA456_trim_adRm.fq.gz
AA458	270167	2473547	10.92225052	7.073000836	15505	0.9208	55.57227001	14.49315458	62.77609436	11.56306058	7	34	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA458_trim_adRm.fq.gz
AA463	462	50743	0.91047041	0.447352344	251	0.2251	52.89664804	18.74845846	63.37652797	12.33381152	12	34	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA463_trim_adRm.fq.gz
AA464	10200	188905	5.399539451	2.88663614	807	0.8763	43.42551506	15.33378295	59.89208021	12.17124131	13	34	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA464_trim_adRm.fq.gz
AA466	50899	124590	40.85319849	24.95946705	3391	0.8263	47.03370278	13.52992702	64.2059661	13.15142258	2	35	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA466_trim_adRm.fq.gz
AA468	8735	377704	2.312657531	1.581132315	1280	0.7169	52.71734735	16.01874188	65.13604547	11.49113825	4	35	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA468_trim_adRm.fq.gz
AA469	120	5909	2.030800474	0.913860213	48	0.2583	49.19101124	17.72124842	64.44368833	12.03924769	5	35	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA469_trim_adRm.fq.gz
AA476	41904	641477	6.532424389	4.283395975	4869	0.789	53.85807984	12.87189544	61.34878767	11.28697398	12	35	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA476_trim_adRm.fq.gz
AA477	103902	3772431	2.754245207	1.645623207	8493	0.8609	52.30220654	14.29949017	63.72934461	11.42442935	13	35	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA477_trim_adRm.fq.gz
AA478	52239	1880310	2.778212103	1.660789976	3901	0.8882	47.89762027	13.63650405	63.647163	11.46022057	1	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA478_trim_adRm.fq.gz
AA480	553728	3601330	15.37565288	10.02263053	19984	0.9343	60.85233111	13.62754029	66.53371351	10.58066987	3	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA480_trim_adRm.fq.gz
AA481	22457	609960	3.681716834	2.419011083	3120	0.8062	55.11879596	13.72221358	64.45055799	10.98875384	4	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA481_trim_adRm.fq.gz
AA482	5031	70268	7.159731314	4.242329368	263	0.9117	45.85810811	15.80282433	58.24495668	13.21770989	5	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA482_trim_adRm.fq.gz
AA483	124016	454574	27.2818067	17.5509378	8398	0.8526	52.22642748	12.94772704	62.59852598	12.06304159	6	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA483_trim_adRm.fq.gz
AA484	113994	1576628	7.230240742	4.691975533	8088	0.886	55.93785093	13.51811259	62.99928709	11.44594675	7	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA484_trim_adRm.fq.gz
AA486	16138	694919	2.322285043	1.585076822	1427	0.8502	49.44269756	15.44776385	60.64656385	11.58500264	9	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA486_trim_adRm.fq.gz
AA488	1886	435184	0.433379904	0.270230523	389	0.6384	50.46774194	17.44526958	60.89776027	11.07300017	11	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA488_trim_adRm.fq.gz
AA489	46189	572718	8.064876606	5.073177375	6658	0.788	52.11243873	12.73619742	59.07252	11.90291605	12	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA489_trim_adRm.fq.gz
AA490	12236	268945	4.549629106	2.638457677	2051	0.757	43.60107635	12.85556052	54.46709437	12.37799238	13	36	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA490_trim_adRm.fq.gz
AA493	14370	239187	6.007851597	4.530346549	1637	0.8665	53.14434601	14.35202834	67.83996366	10.07649419	2	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA493_trim_adRm.fq.gz
AA495	1576	129798	1.214194364	0.736529068	498	0.5723	49.21216617	18.41790992	67.50834006	10.49260389	4	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA495_trim_adRm.fq.gz
AA496	1983	80842	2.452932881	1.588283318	83	0.8996	33.72361809	18.9224626	65.51520403	12.31086453	5	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA496_trim_adRm.fq.gz
AA497	27363	402799	6.793214482	5.204084419	1549	0.928	64.55809234	13.83950973	71.19591846	6.823763617	6	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA497_trim_adRm.fq.gz
AA499	4519	124844	3.619717407	1.912787158	298	0.6415	36.26296296	14.51565102	63.2412481	14.00168267	8	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA499_trim_adRm.fq.gz
AA500	9757	1513469	0.644677889	0.490198346	743	0.893	48.50383142	18.24702617	69.45305883	8.303796466	9	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA500_trim_adRm.fq.gz
AA501	1871	101940	1.835393369	1.193839513	143	0.7921	36.7403599	19.21277874	67.99066276	11.13130818	10	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA501_trim_adRm.fq.gz
AA503	8362	304049	2.750214604	1.821416943	1472	0.7644	42.69492386	14.03376269	62.55439314	11.63772473	12	37	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA503_trim_adRm.fq.gz
AA505	541	176504	0.306508634	0.20679418	31	0.8226	35.80208333	23.84273907	70.70498526	7.350679873	1	38	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA505_trim_adRm.fq.gz
AA506	4274	394167	1.084311979	0.823508817	528	0.8484	48.21450617	14.58107344	70.0427023	8.048451192	2	38	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA506_trim_adRm.fq.gz
AA514	2054	387804	0.529648998	0.342441027	87	0.8427	35.2755418	17.10821211	62.36293395	12.51426226	10	38	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA514_trim_adRm.fq.gz
AA515	10668	379191	2.813357912	1.704681809	1576	0.7988	42.26048462	11.92445899	59.66558304	12.70905858	11	38	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA515_trim_adRm.fq.gz
AA524	6233	501770	1.242202603	0.371285649	127	0.9369	50.57251908	15.81737155	67.5937955	9.17466114	7	39	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA524_trim_adRm.fq.gz
AA525	4916	21607	22.75188596	15.27745638	842	0.7748	47.31707317	13.30555185	57.58826834	12.44927637	8	39	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AA525_trim_adRm.fq.gz
AL1017	142	196719	0.072184181	0.031517037	3	0.5211	28.83823529	18.29575458	67.80641766	10.40802314	2	5	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1017_trim_adRm.fq.gz
AL1026	36	26705	0.134806216	0	0	0.0556	17.14705882	1.459189334	70.7147137	8.576375487	5	5	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1026_trim_adRm.fq.gz
AL1031	3381	804450	0.420287153	0.184722481	109	0.5895	50.72694524	19.82249114	69.15954001	8.927600658	6	12	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1031_trim_adRm.fq.gz
AL1062	7745	1457640	0.531338328	0.375469938	510	0.8848	56.82399103	23.13541279	72.31105462	6.677848741	7	13	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1062_trim_adRm.fq.gz
AL1063	5358	323449	1.656520812	0.606587128	175	0.6551	68.38852814	16.54455416	70.25591441	9.368272736	8	13	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1063_trim_adRm.fq.gz
AL1068	12822	237763	5.392765064	3.726820405	419	0.9227	42.82038345	23.73762364	69.47235894	10.23105695	9	13	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1068_trim_adRm.fq.gz
AL1070	6470	736197	0.878840854	0.3963613	120	0.6895	27.30313589	17.93292602	63.69125067	14.1483623	10	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1070_trim_adRm.fq.gz
AL1072	66	86730	0.076098236	0.039202122	39	0.1212	49.98275862	22.25962546	70.16072046	8.278805618	11	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1072_trim_adRm.fq.gz
AL1102	39087	565124	6.916535132	4.581649337	6292	0.7999	58.08937476	14.66015062	67.43516628	10.2098657	12	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1102_trim_adRm.fq.gz
AL1103	8373	547451	1.529451951	1.051966295	811	0.8713	56.11688312	15.10438064	68.35912033	9.631057507	13	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1103_trim_adRm.fq.gz
AL1104	764	89150	0.856982614	0.066180595	3	0.5105	21.85561497	11.77221284	60.8956174	14.55157555	1	20	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1104_trim_adRm.fq.gz
AL1105	10372	232556	4.460001032	2.938217032	1061	0.8381	53.04228708	13.5221973	65.93445098	11.0936826	2	20	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1105_trim_adRm.fq.gz
AL1106	177725	784291	22.66059409	14.81771434	9867	0.9305	53.68491376	13.73909144	66.79944419	10.84598101	3	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1106_trim_adRm.fq.gz
AL1107	102820	512500	20.06243902	14.61697561	8511	0.8962	65.59673944	12.35634229	70.20894344	8.417319002	4	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1107_trim_adRm.fq.gz
AL1108	4295	27443	15.65062129	11.1212331	328	0.9008	55.3028169	14.48958544	66.58242131	10.35056286	5	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1108_trim_adRm.fq.gz
AL1110	4215	550882	0.765136635	0.531148231	558	0.81	61.73158552	15.2769144	69.46956717	8.773503501	7	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1110_trim_adRm.fq.gz
AL1111	135213	1191268	11.35034266	8.515128418	6998	0.9327	67.02935034	12.62842195	69.90862149	8.900228125	8	18	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1111_trim_adRm.fq.gz
AL1113	2125	1007554	0.21090681	0.156616916	115	0.8965	54.27727273	24.04904486	71.91147011	7.151626036	10	13	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1113_trim_adRm.fq.gz
AL1114	12025	235804	5.099574223	3.837509118	808	0.9156	60.73793103	16.1403573	69.75230656	9.415285086	11	13	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1114_trim_adRm.fq.gz
AL1116	3154	890283	0.354269373	0.231387098	214	0.8843	47.83287671	18.99456295	67.51058937	10.02445401	13	13	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL1116_trim_adRm.fq.gz
AL531	109	2015	5.40942928	3.473945409	13	0.7523	55.7037037	22.02937692	69.93481635	9.95683715	9	9	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL531_trim_adRm.fq.gz
AL612	73748	1779029	4.14540741	3.250705863	6157	0.8976	63.00675497	13.18657024	65.62919926	10.70571263	3	3	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL612_trim_adRm.fq.gz
AL613	130263	447273	29.1238237	22.99490468	7310	0.9234	58.00140379	14.44518798	66.92258619	10.8460104	4	3	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL613_trim_adRm.fq.gz
AL616	1073	37083	2.893509155	2.160019416	71	0.8639	44.61643836	23.74033677	65.02691116	12.50595744	5	3	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL616_trim_adRm.fq.gz
AL643	1810	299148	0.60505168	0.361693877	236	0.7718	42.58595642	19.60014108	67.85961424	9.870363731	6	3	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL643_trim_adRm.fq.gz
AL646	171	1995	8.571428571	5.463659148	61	0.4795	59.1011236	12.62757169	64.29952953	12.53808778	1	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL646_trim_adRm.fq.gz
AL647	943	47646	1.979179784	1.433488645	171	0.685	58.78787879	19.11908241	72.38648936	7.032574478	2	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL647_trim_adRm.fq.gz
AL706	95580	1089267	8.774708129	6.307911651	6194	0.9183	58.35706967	14.87915753	68.75829036	8.989700269	3	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL706_trim_adRm.fq.gz
AL708	49575	303893	16.31330764	11.83344138	4450	0.8302	62.16522152	13.24983885	68.61067912	9.111664207	4	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL708_trim_adRm.fq.gz
AL714	13624	2084418	0.653611704	0.449142159	1740	0.8116	52.88624854	15.85700404	66.4689849	10.26858016	6	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL714_trim_adRm.fq.gz
AL720	32801	522267	6.280504033	4.266974555	4587	0.7322	52.71007399	14.13209603	58.59782118	13.50999593	8	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL720_trim_adRm.fq.gz
AL725	26007	473071	5.497483464	3.790340139	2047	0.878	50.20548377	15.29677026	67.60957673	10.26604336	10	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL725_trim_adRm.fq.gz
AL726	7194	196989	3.651980567	2.54938093	1030	0.7642	57.43573113	15.01022257	64.47719736	11.96817703	11	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL726_trim_adRm.fq.gz
AL729	67496	240073	28.11478175	19.03087811	10475	0.8077	60.8194498	13.15812484	66.78989944	10.5508095	12	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL729_trim_adRm.fq.gz
AL730	85570	426831	20.04774723	15.08747022	8070	0.8282	67.70929995	10.46123948	67.97329194	9.444431832	13	4	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL730_trim_adRm.fq.gz
AL731	3369	483929	0.696176505	0.436014374	319	0.8261	57.19283276	17.31385542	69.13422953	8.761494876	1	5	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/AL731_trim_adRm.fq.gz
LG45	165	105165	0.156896306	0.040888128	10	0.6485	35.98275862	20.95985417	70.03490453	8.92722661	2	44	OXF57	Pig	/media/raid5/laurent/screen_results_04112016/raw_split//Pig/LG45_trim_adRm.fq.gz
AA013	1091	45446	2.400651322	0.858161334	2	0.0275	29.51054079	12.89138211	47.90725256	17.24225152	1	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA013_trim_adRm.fq.gz
AA014	100	14308	0.698909701	0.125803746	0	0.13	21.51	8.512017648	82.1803187	20.74111053	2	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA014_trim_adRm.fq.gz
AA015	1160	106624	1.087935174	0.448304322	42	0.0897	38.91810345	19.99441725	58.46309461	18.76084539	3	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA015_trim_adRm.fq.gz
AA016	2588	145340	1.780652264	0.966010733	45	0.0483	44.70092736	18.34792927	55.5839411	16.72850431	4	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA016_trim_adRm.fq.gz
AA017	206	19630	1.049414162	0.142638818	0	0.0194	24.4223301	9.518725392	47.20835456	17.3715057	5	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA017_trim_adRm.fq.gz
AA019	5094	179399	2.839480711	0.383502695	0	0.0485	19.76482136	3.091390729	40.31749898	15.13028857	6	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA019_trim_adRm.fq.gz
AA020	5217	405253	1.287343956	0.185563093	0	0.0684	20.25397738	4.240165452	43.87766408	15.55059977	7	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA020_trim_adRm.fq.gz
AA021	655	52291	1.252605611	0.179763248	1	0.1496	22.44122137	9.850215153	46.72364269	17.74594373	8	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA021_trim_adRm.fq.gz
AA022	2363	137068	1.723961829	0.223246856	0	0.0292	19.87134998	4.034613699	43.6104926	16.34668435	9	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA022_trim_adRm.fq.gz
AA023	1808	81791	2.210512159	0.223740998	0	0.2196	19.1454646	3.169684048	44.19322419	19.25791837	10	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA023_trim_adRm.fq.gz
AA025	1726	198172	0.87096058	0.117574632	0	0.0527	19.89397451	3.242614559	45.30011808	15.81338339	12	21	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA025_trim_adRm.fq.gz
AA027	13451	168601	7.978007248	0.236060284	1	0.7924	18.80313731	6.743812847	52.04513022	23.42487394	1	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA027_trim_adRm.fq.gz
AA028	695	107522	0.646379346	0.146016629	0	0.2906	20.3942446	5.2754088	82.36766429	22.40552119	2	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA028_trim_adRm.fq.gz
AA030	161	52426	0.307099531	0.068668218	0	0.0248	27.13043478	14.22415658	59.04919315	16.05051523	4	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA030_trim_adRm.fq.gz
AA031	394	9564	4.119615224	1.892513593	1	0.0635	37.31979695	17.43396889	49.69594312	18.99399125	6	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA031_trim_adRm.fq.gz
AA032	83	2172	3.821362799	2.025782689	1	0.0241	41.09638554	19.84305153	58.63305709	26.44194902	5	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA032_trim_adRm.fq.gz
AA033	1593	31517	5.054415078	0.713900435	2	0.3955	23.84682988	11.52228087	49.93032332	21.5206175	7	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA033_trim_adRm.fq.gz
AA034	2336	64969	3.59556096	1.032800259	5	0.2389	30.9807363	16.23383905	62.58768028	19.95625325	8	22	OXF01	Pig	/media/raid5/laurent/screen_results_20012016/raw_split//Pig/AA034_trim_adRm.fq.gz
